"Protein_ID","Domain_ID","Domain_Name","Genomic_Start","Genomic_End"
"ENSMUSP00000159653","PF04803","Cor1",51871162,51874675
"ENSMUSP00000141039","PF04803","Cor1",28200902,28204391
"ENSMUSP00000159654","PF04803","Cor1",28200902,28204391
"ENSMUSP00000159655","PF04803","Cor1",82259002,82262483
"ENSMUSP00000140162","PF04803","Cor1",82259002,82262483
"ENSMUSP00000140944","PF04803","Cor1",36664648,36668164
"ENSMUSP00000159656","PF04803","Cor1",36664648,36668164
"ENSMUSP00000159657","PF04803","Cor1",81491655,81495150
"ENSMUSP00000141161","PF04803","Cor1",81491655,81495150
"ENSMUSP00000139807","PF04803","Cor1",51144355,51147853
"ENSMUSP00000140067","PF04803","Cor1",70475729,70479223
"ENSMUSP00000137112","PF04803","Cor1",77726627,77730099
"ENSMUSP00000141092","PF04803","Cor1",77726627,77730099
"ENSMUSP00000140794","PF04803","Cor1",62221966,62225458
"ENSMUSP00000136187","PF04803","Cor1",62221966,62225458
"ENSMUSP00000139400","PF04803","Cor1",49590305,49593797
"ENSMUSP00000136754","PF04803","Cor1",49590305,49593797
"ENSMUSP00000140105","PF04803","Cor1",72232342,72235847
"ENSMUSP00000136575","PF04803","Cor1",72232342,72235847
"ENSMUSP00000140933","PF04803","Cor1",89086600,89090083
"ENSMUSP00000140431","PF04803","Cor1",84131045,84134558
"ENSMUSP00000159658","PF04803","Cor1",84131045,84134558
"ENSMUSP00000140532","PF04803","Cor1",27451276,27454766
"ENSMUSP00000159659","PF04803","Cor1",27451276,27454766
"ENSMUSP00000140218","PF04803","Cor1",26706155,26709645
"ENSMUSP00000159660","PF04803","Cor1",26706155,26709645
"ENSMUSP00000140477","PF04803","Cor1",76795307,76798793
"ENSMUSP00000159661","PF04803","Cor1",76795307,76798793
"ENSMUSP00000140668","PF04803","Cor1",61677717,61681188
"ENSMUSP00000159662","PF04803","Cor1",61677717,61681188
"ENSMUSP00000139793","PF04803","Cor1",48883550,48887021
"ENSMUSP00000159663","PF04803","Cor1",48883550,48887021
"ENSMUSP00000140706","PF04803","Cor1",80167538,80171039
"ENSMUSP00000159664","PF04803","Cor1",80167538,80171039
"ENSMUSP00000140010","PF04803","Cor1",55750821,55754282
"ENSMUSP00000159665","PF04803","Cor1",55750821,55754282
"ENSMUSP00000140263","PF04803","Cor1",61139126,61142574
"ENSMUSP00000159666","PF04803","Cor1",61139126,61142574
"ENSMUSP00000140983","PF04803","Cor1",48344819,48348267
"ENSMUSP00000159667","PF04803","Cor1",48344819,48348267
"ENSMUSP00000140679","PF04803","Cor1",40246340,40249819
"ENSMUSP00000159668","PF04803","Cor1",40246340,40249819
"ENSMUSP00000141239","PF04803","Cor1",19135406,19138888
"ENSMUSP00000159669","PF04803","Cor1",19135406,19138888
"ENSMUSP00000141356","PF04803","Cor1",14423111,14426593
"ENSMUSP00000159670","PF04803","Cor1",14423111,14426593
"ENSMUSP00000141173","PF04803","Cor1",89724906,89728351
"ENSMUSP00000159671","PF04803","Cor1",89724906,89728351
"ENSMUSP00000140242","PF04803","Cor1",88087066,88090557
"ENSMUSP00000159672","PF04803","Cor1",88087066,88090557
"ENSMUSP00000140770","PF04803","Cor1",31558281,31561732
"ENSMUSP00000139915","PF04803","Cor1",30662091,30665541
"ENSMUSP00000159673","PF04803","Cor1",30662091,30665541
"ENSMUSP00000159674","PF04803","Cor1",50114982,50118504
"ENSMUSP00000141382","PF04803","Cor1",50114982,50118504
"ENSMUSP00000140604","PF04803","Cor1",44187683,44191121
"ENSMUSP00000159675","PF04803","Cor1",44187683,44191121
"ENSMUSP00000140938","PF04803","Cor1",47483937,47487385
"ENSMUSP00000159676","PF04803","Cor1",47483937,47487385
"ENSMUSP00000140626","PF04803","Cor1",33466674,33470121
"ENSMUSP00000159677","PF04803","Cor1",33466674,33470121
"ENSMUSP00000140248","PF04803","Cor1",60278122,60281569
"ENSMUSP00000159678","PF04803","Cor1",60278122,60281569
"ENSMUSP00000139688","PF04803","Cor1",90440873,90444319
"ENSMUSP00000137363","PF04803","Cor1",90440873,90444319
"ENSMUSP00000139535","PF04803","Cor1",58791308,58794760
"ENSMUSP00000159679","PF04803","Cor1",58791308,58794760
"ENSMUSP00000140644","PF04803","Cor1",80960819,80964322
"ENSMUSP00000159680","PF04803","Cor1",80960819,80964322
"ENSMUSP00000139621","PF04803","Cor1",78246768,78250253
"ENSMUSP00000159681","PF04803","Cor1",78246768,78250253
"ENSMUSP00000139992","PF04803","Cor1",83064863,83068365
"ENSMUSP00000159682","PF04803","Cor1",83064863,83068365
"ENSMUSP00000140088","PF04803","Cor1",74504510,74508023
"ENSMUSP00000159683","PF04803","Cor1",74504510,74508023
"ENSMUSP00000141784","PF04803","Cor1",22020848,22024338
"ENSMUSP00000159684","PF04803","Cor1",22020848,22024338
"ENSMUSP00000141776","PF04803","Cor1",20967682,20971171
"ENSMUSP00000159685","PF04803","Cor1",20967682,20971171
"ENSMUSP00000140872","PF02513","Spin-Ssty",10750620,10750766
"ENSMUSP00000140872","PF02513","Spin-Ssty",10750380,10750529
"ENSMUSP00000140872","PF02513","Spin-Ssty",10750158,10750295
"ENSMUSP00000139602","PF04803","Cor1",10441021,10444529
"ENSMUSP00000139604","PF02513","Spin-Ssty",10534222,10534368
"ENSMUSP00000139604","PF02513","Spin-Ssty",10533982,10534131
"ENSMUSP00000139604","PF02513","Spin-Ssty",10533760,10533897
"ENSMUSP00000139611","PF04803","Cor1",6611829,6615357
"ENSMUSP00000139615","PF02513","Spin-Ssty",6681037,6681183
"ENSMUSP00000139615","PF02513","Spin-Ssty",6680803,6680946
"ENSMUSP00000139615","PF02513","Spin-Ssty",6680581,6680718
"ENSMUSP00000140005","PF02513","Spin-Ssty",5794969,5795118
"ENSMUSP00000140005","PF02513","Spin-Ssty",5795212,5795355
"ENSMUSP00000140005","PF02513","Spin-Ssty",5795440,5795577
"ENSMUSP00000139442","PF02513","Spin-Ssty",5944270,5944416
"ENSMUSP00000139442","PF02513","Spin-Ssty",5944507,5944656
"ENSMUSP00000139442","PF02513","Spin-Ssty",5944741,5944878
"ENSMUSP00000139409","PF02513","Spin-Ssty",5658817,5658963
"ENSMUSP00000139409","PF02513","Spin-Ssty",5659054,5659203
"ENSMUSP00000139409","PF02513","Spin-Ssty",5659306,5659425
"ENSMUSP00000139808","PF02513","Spin-Ssty",5727556,5727705
"ENSMUSP00000139808","PF02513","Spin-Ssty",5727793,5727942
"ENSMUSP00000139808","PF02513","Spin-Ssty",5728027,5728164
"ENSMUSP00000136243","PF02513","Spin-Ssty",5727556,5727705
"ENSMUSP00000136243","PF02513","Spin-Ssty",5727793,5727942
"ENSMUSP00000136243","PF02513","Spin-Ssty",5728027,5728164
"ENSMUSP00000140302","PF02513","Spin-Ssty",9345445,9345594
"ENSMUSP00000140302","PF02513","Spin-Ssty",9345208,9345357
"ENSMUSP00000140302","PF02513","Spin-Ssty",9344986,9345123
"ENSMUSP00000136639","PF02513","Spin-Ssty",9345445,9345594
"ENSMUSP00000136639","PF02513","Spin-Ssty",9345208,9345357
"ENSMUSP00000136639","PF02513","Spin-Ssty",9344986,9345123
"ENSMUSP00000139963","PF02513","Spin-Ssty",9414135,9414281
"ENSMUSP00000139963","PF02513","Spin-Ssty",9413895,9414044
"ENSMUSP00000139963","PF02513","Spin-Ssty",9413673,9413810
"ENSMUSP00000136629","PF02513","Spin-Ssty",9783440,9783589
"ENSMUSP00000136629","PF02513","Spin-Ssty",9783677,9783826
"ENSMUSP00000136629","PF02513","Spin-Ssty",9783911,9784048
"ENSMUSP00000139421","PF02513","Spin-Ssty",7167568,7167717
"ENSMUSP00000139421","PF02513","Spin-Ssty",7167331,7167480
"ENSMUSP00000139421","PF02513","Spin-Ssty",7167109,7167246
"ENSMUSP00000139843","PF02513","Spin-Ssty",9132176,9132325
"ENSMUSP00000139843","PF02513","Spin-Ssty",9131939,9132088
"ENSMUSP00000139843","PF02513","Spin-Ssty",9131717,9131854
"ENSMUSP00000139987","PF02513","Spin-Ssty",9200434,9200583
"ENSMUSP00000139987","PF02513","Spin-Ssty",9200197,9200346
"ENSMUSP00000139987","PF02513","Spin-Ssty",9199975,9200112
"ENSMUSP00000141545","PF02513","Spin-Ssty",13163642,13163788
"ENSMUSP00000141545","PF02513","Spin-Ssty",13163879,13164028
"ENSMUSP00000141545","PF02513","Spin-Ssty",13164113,13164250
"ENSMUSP00000142165","PF02513","Spin-Ssty",13495702,13495848
"ENSMUSP00000142165","PF02513","Spin-Ssty",13495939,13496088
"ENSMUSP00000142165","PF02513","Spin-Ssty",13496173,13496310
"ENSMUSP00000139666","PF02513","Spin-Ssty",40761936,40762082
"ENSMUSP00000139666","PF02513","Spin-Ssty",40762173,40762322
"ENSMUSP00000139666","PF02513","Spin-Ssty",40762407,40762544
"ENSMUSP00000136073","PF02513","Spin-Ssty",40761936,40762082
"ENSMUSP00000136073","PF02513","Spin-Ssty",40762173,40762322
"ENSMUSP00000136073","PF02513","Spin-Ssty",40762407,40762544
"ENSMUSP00000141113","PF04803","Cor1",32543968,32547418
"ENSMUSP00000140238","PF04803","Cor1",87150494,87153980
"ENSMUSP00000049975","PF03567","Sulfotransfer_2",15585338,15586039
"ENSMUSP00000025166","PF08758","Cadherin_pro",16783368,16907643
"ENSMUSP00000025166","PF00028","Cadherin",16777063,16781597
"ENSMUSP00000025166","PF00028","Cadherin",16766104,16777014
"ENSMUSP00000025166","PF00028","Cadherin",16762650,16765440
"ENSMUSP00000025166","PF00028","Cadherin",16757967,16762604
"ENSMUSP00000025166","PF00028","Cadherin",16757314,16757927
"ENSMUSP00000025166","PF01049","CADH_Y-type_LIR",16723219,16723398
"ENSMUSP00000111516","PF08758","Cadherin_pro",16783368,16783553
"ENSMUSP00000111516","PF00028","Cadherin",16777063,16781597
"ENSMUSP00000111516","PF00028","Cadherin",16766104,16777014
"ENSMUSP00000111516","PF00028","Cadherin",16762650,16765440
"ENSMUSP00000111516","PF00028","Cadherin",16757967,16762604
"ENSMUSP00000111516","PF00028","Cadherin",16757314,16757927
"ENSMUSP00000111516","PF01049","CADH_Y-type_LIR",16723219,16723398
"ENSMUSP00000062433","PF00168","C2",53868836,53877375
"ENSMUSP00000062433","PF12416","DUF3668",53857444,53864276
"ENSMUSP00000062433","PF00168","C2",53851599,53851697
"ENSMUSP00000158481","PF00168","C2",53868836,53877375
"ENSMUSP00000158481","PF12416","DUF3668",53857444,53864276
"ENSMUSP00000158481","PF00168","C2",53851599,53851697
"ENSMUSP00000126264","PF11759","KRTAP",89002802,89002963
"ENSMUSP00000113641","PF04505","CD225",13801377,13801577
"ENSMUSP00000136512","PF04505","CD225",13801377,13801577
"ENSMUSP00000072129","PF11759","KRTAP",89284631,89284774
"ENSMUSP00000054720","PF15034","KRTAP7",89304899,89305150
"ENSMUSP00000129948","PF05287","PMG",89367487,89368017
"ENSMUSP00000062758","PF12130","bMERB_dom",13867267,13913792
"ENSMUSP00000112435","PF12130","bMERB_dom",13804751,13913784
"ENSMUSP00000122790","PF12130","bMERB_dom",13906811,13913792
"ENSMUSP00000023524","PF08477","Roc",37360298,37380466
"ENSMUSP00000122441","PF08477","Roc",37360298,37380466
"ENSMUSP00000125492","PF20510","HgmA_N",37400696,37442273
"ENSMUSP00000125492","PF04209","HgmA_C",37442277,37452151
"ENSMUSP00000156254","PF20510","HgmA_N",37409117,37442273
"ENSMUSP00000156254","PF04209","HgmA_C",37442277,37452151
"ENSMUSP00000070259","PF00069","Pkinase",54028975,54063367
"ENSMUSP00000070259","PF12605","CK1gamma_C",54065403,54066605
"ENSMUSP00000070259","PF12605","CK1gamma_C",54066612,54081188
"ENSMUSP00000158175","PF00069","Pkinase",54028975,54063367
"ENSMUSP00000158175","PF12605","CK1gamma_C",54065403,54081188
"ENSMUSP00000158167","PF12605","CK1gamma_C",54065403,54081188
"ENSMUSP00000023514","PF07225","NDUF_B4",37468025,37474709
"ENSMUSP00000111514","PF08758","Cadherin_pro",20122590,20124626
"ENSMUSP00000111514","PF00028","Cadherin",20118764,20121380
"ENSMUSP00000111514","PF00028","Cadherin",20114215,20118721
"ENSMUSP00000111514","PF00028","Cadherin",20107231,20113843
"ENSMUSP00000111514","PF00028","Cadherin",20104619,20107185
"ENSMUSP00000153261","PF08758","Cadherin_pro",20122590,20124626
"ENSMUSP00000153261","PF00028","Cadherin",20118764,20121380
"ENSMUSP00000153261","PF00028","Cadherin",20114215,20118721
"ENSMUSP00000153261","PF00028","Cadherin",20107231,20113843
"ENSMUSP00000153261","PF00028","Cadherin",20104619,20107185
"ENSMUSP00000153261","PF01049","CADH_Y-type_LIR",20096444,20096599
"ENSMUSP00000153279","PF08758","Cadherin_pro",20122590,20124626
"ENSMUSP00000087770","PF01936","NYN",13963835,13967056
"ENSMUSP00000087770","PF11608","RRM_MARF1",13960285,13960515
"ENSMUSP00000087770","PF19687","MARF1_LOTUS",13947720,13956214
"ENSMUSP00000087770","PF12872","OST-HTH",13946731,13947680
"ENSMUSP00000087770","PF12872","OST-HTH",13944007,13945099
"ENSMUSP00000087770","PF12872","OST-HTH",13938289,13943982
"ENSMUSP00000087770","PF12872","OST-HTH",13935336,13938270
"ENSMUSP00000087770","PF12872","OST-HTH",13933873,13935317
"ENSMUSP00000154869","PF01936","NYN",13963835,13967056
"ENSMUSP00000154869","PF11608","RRM_MARF1",13960285,13960515
"ENSMUSP00000068192","PF27627","ZNF609_beta",55033317,55079652
"ENSMUSP00000110411","PF09289","FOLN",37636095,37636160
"ENSMUSP00000110411","PF07648","Kazal_2",37636164,37639391
"ENSMUSP00000110411","PF23564","EF-hand_FSTL1",37642968,37649477
"ENSMUSP00000110411","PF23244","VWF",37649493,37649576
"ENSMUSP00000146040","PF07686","V-set",37676187,37676570
"ENSMUSP00000146040","PF22705","C2-set_3",37674636,37674869
"ENSMUSP00000077779","PF13855","LRR_8",37688984,37689151
"ENSMUSP00000077779","PF13855","LRR_8",37689200,37697438
"ENSMUSP00000077779","PF13855","LRR_8",37697475,37698760
"ENSMUSP00000055958","PF00003","7tm_3",37768622,37812598
"ENSMUSP00000157710","PF02893","GRAM",56609693,56618340
"ENSMUSP00000157609","PF02893","GRAM",56609693,56618340
"ENSMUSP00000068453","PF02893","GRAM",56609693,56618340
"ENSMUSP00000023507","PF00069","Pkinase",37964699,38040444
"ENSMUSP00000110398","PF00069","Pkinase",37964699,38040444
"ENSMUSP00000023359","PF04880","NUDE_C",14001353,14008079
"ENSMUSP00000112817","PF04880","NUDE_C",14001353,14008079
"ENSMUSP00000111461","PF04880","NUDE_C",14001353,14008079
"ENSMUSP00000119355","PF04880","NUDE_C",14001437,14008079
"ENSMUSP00000074702","PF08758","Cadherin_pro",20183087,20184278
"ENSMUSP00000074702","PF00028","Cadherin",20179368,20181382
"ENSMUSP00000074702","PF00028","Cadherin",20177237,20179325
"ENSMUSP00000074702","PF00028","Cadherin",20174885,20176968
"ENSMUSP00000074702","PF00028","Cadherin",20171300,20174845
"ENSMUSP00000074702","PF01049","CADH_Y-type_LIR",20165275,20165439
"ENSMUSP00000042905","PF08758","Cadherin_pro",20183087,20184278
"ENSMUSP00000042905","PF00028","Cadherin",20179368,20181382
"ENSMUSP00000042905","PF00028","Cadherin",20177237,20179325
"ENSMUSP00000042905","PF00028","Cadherin",20174885,20176968
"ENSMUSP00000042905","PF00028","Cadherin",20171300,20174845
"ENSMUSP00000123010","PF08758","Cadherin_pro",20183084,20184281
"ENSMUSP00000132137","PF00169","PH",89664569,89681632
"ENSMUSP00000132137","PF18385","Tiam_CC_Ex",89657228,89664493
"ENSMUSP00000132137","PF02196","RBD",89640196,89652822
"ENSMUSP00000132137","PF00595","PDZ",89630031,89640150
"ENSMUSP00000132137","PF00621","RhoGEF",89601659,89609877
"ENSMUSP00000132137","PF23014","PH_Tiam1",89589966,89601634
"ENSMUSP00000109759","PF00169","PH",89664569,89681632
"ENSMUSP00000109759","PF18385","Tiam_CC_Ex",89657228,89664493
"ENSMUSP00000002588","PF00169","PH",89664569,89681632
"ENSMUSP00000002588","PF18385","Tiam_CC_Ex",89657228,89664493
"ENSMUSP00000002588","PF02196","RBD",89640196,89652822
"ENSMUSP00000002588","PF00595","PDZ",89630031,89640150
"ENSMUSP00000002588","PF00621","RhoGEF",89601659,89609877
"ENSMUSP00000002588","PF23014","PH_Tiam1",89589966,89601634
"ENSMUSP00000136283","PF23014","PH_Tiam1",89589966,89594923
"ENSMUSP00000126020","PF00621","RhoGEF",89601659,89609877
"ENSMUSP00000126020","PF23014","PH_Tiam1",89589966,89601634
"ENSMUSP00000137637","PF23014","PH_Tiam1",89589965,89596875
"ENSMUSP00000153639","PF08758","Cadherin_pro",20243125,20245068
"ENSMUSP00000153639","PF00028","Cadherin",20234960,20241919
"ENSMUSP00000153639","PF00028","Cadherin",20230272,20234911
"ENSMUSP00000153639","PF00028","Cadherin",20227969,20229214
"ENSMUSP00000153639","PF00028","Cadherin",20222773,20227923
"ENSMUSP00000153639","PF01049","CADH_Y-type_LIR",20218629,20218763
"ENSMUSP00000042303","PF08758","Cadherin_pro",20243125,20245068
"ENSMUSP00000042303","PF00028","Cadherin",20234960,20241919
"ENSMUSP00000042303","PF00028","Cadherin",20230272,20234911
"ENSMUSP00000042303","PF00028","Cadherin",20227969,20229214
"ENSMUSP00000042303","PF00028","Cadherin",20222773,20227923
"ENSMUSP00000153126","PF08758","Cadherin_pro",20243122,20245068
"ENSMUSP00000054799","PF00028","Cadherin",20397967,20400939
"ENSMUSP00000054799","PF00028","Cadherin",20400988,20405077
"ENSMUSP00000054799","PF00028","Cadherin",20405408,20407762
"ENSMUSP00000054799","PF01049","CADH_Y-type_LIR",20416126,20416290
"ENSMUSP00000076393","PF00028","Cadherin",20454062,20457069
"ENSMUSP00000076393","PF00028","Cadherin",20457118,20461389
"ENSMUSP00000076393","PF00028","Cadherin",20461720,20464634
"ENSMUSP00000076393","PF01049","CADH_Y-type_LIR",20473098,20473265
"ENSMUSP00000023707","PF00080","Sod_Cu",90017788,90023130
"ENSMUSP00000076026","PF00028","Cadherin",20521997,20525006
"ENSMUSP00000076026","PF00028","Cadherin",20525055,20529045
"ENSMUSP00000076026","PF00028","Cadherin",20529376,20530474
"ENSMUSP00000076026","PF01049","CADH_Y-type_LIR",20541673,20541840
"ENSMUSP00000132250","PF04818","CID",90055663,90080905
"ENSMUSP00000132250","PF00076","RRM_1",90044067,90044619
"ENSMUSP00000156174","PF04818","CID",90055663,90080905
"ENSMUSP00000156174","PF00076","RRM_1",90044067,90044619
"ENSMUSP00000044472","PF04818","CID",90055663,90080905
"ENSMUSP00000044472","PF00076","RRM_1",90044067,90044619
"ENSMUSP00000133372","PF00171","Aldedh",56661354,56695107
"ENSMUSP00000134192","PF00171","Aldedh",56665164,56695107
"ENSMUSP00000134192","PF00171","Aldedh",56661354,56665160
"ENSMUSP00000065089","PF00171","Aldedh",56661354,56695107
"ENSMUSP00000133970","PF00171","Aldedh",56675325,56695107
"ENSMUSP00000127625","PF00171","Aldedh",56683449,56695106
"ENSMUSP00000127652","PF00171","Aldedh",56683441,56695107
"ENSMUSP00000068007","PF00069","Pkinase",90183539,90269417
"ENSMUSP00000156104","PF00069","Pkinase",90229402,90269417
"ENSMUSP00000097150","PF03226","Yippee-Mis18",90517605,90524007
"ENSMUSP00000156354","PF15183","MRAP",90535452,90535556
"ENSMUSP00000156282","PF15183","MRAP",90535452,90544264
"ENSMUSP00000043890","PF15183","MRAP",90535452,90546179
"ENSMUSP00000019426","PF00028","Cadherin",20579962,20582804
"ENSMUSP00000019426","PF00028","Cadherin",20582847,20586091
"ENSMUSP00000019426","PF00028","Cadherin",20587714,20589979
"ENSMUSP00000019426","PF01049","CADH_Y-type_LIR",20603905,20604075
"ENSMUSP00000114717","PF11707","Npa1",90589592,90602336
"ENSMUSP00000114717","PF26140","HEAT_URB1",90578466,90580250
"ENSMUSP00000114717","PF16201","NopRA1",90554654,90559274
"ENSMUSP00000122948","PF10258","PHAX_RNA-bd",56709098,56719972
"ENSMUSP00000008445","PF10258","PHAX_RNA-bd",56709098,56719972
"ENSMUSP00000038152","PF14983","SPMIP10-like",56721442,56727726
"ENSMUSP00000117284","PF14983","SPMIP10-like",56721457,56725557
"ENSMUSP00000115084","PF14983","SPMIP10-like",56721501,56727760
"ENSMUSP00000025486","PF00038","Filament",56841278,56873759
"ENSMUSP00000025486","PF00932","LTD",56873904,56882788
"ENSMUSP00000087756","PF02736","Myosin_N",14095533,14095667
"ENSMUSP00000087756","PF00063","Myosin_head",14041458,14095502
"ENSMUSP00000087756","PF01576","Myosin_tail_1",14018561,14038129
"ENSMUSP00000156021","PF02736","Myosin_N",14095533,14095667
"ENSMUSP00000156021","PF00063","Myosin_head",14041458,14095502
"ENSMUSP00000156021","PF01576","Myosin_tail_1",14018561,14038129
"ENSMUSP00000155052","PF02736","Myosin_N",14095533,14095667
"ENSMUSP00000155052","PF00063","Myosin_head",14041458,14095502
"ENSMUSP00000155052","PF01576","Myosin_tail_1",14018561,14038129
"ENSMUSP00000099976","PF12906","RINGv",56940781,56940918
"ENSMUSP00000047946","PF12906","RINGv",56940781,56940918
"ENSMUSP00000064718","PF00028","Cadherin",20653630,20655148
"ENSMUSP00000064718","PF00028","Cadherin",20655191,20657702
"ENSMUSP00000064718","PF00028","Cadherin",20658204,20660784
"ENSMUSP00000064718","PF00028","Cadherin",20660857,20664458
"ENSMUSP00000157289","PF00028","Cadherin",20653630,20655148
"ENSMUSP00000157289","PF00028","Cadherin",20655191,20657702
"ENSMUSP00000157289","PF00028","Cadherin",20658204,20660784
"ENSMUSP00000157289","PF00028","Cadherin",20660857,20664458
"ENSMUSP00000025488","PF05768","Glrx-like",57090850,57095490
"ENSMUSP00000116181","PF05768","Glrx-like",57090850,57095490
"ENSMUSP00000057096","PF00028","Cadherin",20712505,20715860
"ENSMUSP00000057096","PF00028","Cadherin",20715994,20723121
"ENSMUSP00000057096","PF00028","Cadherin",20723203,20725375
"ENSMUSP00000113153","PF00028","Cadherin",20708111,20712462
"ENSMUSP00000113153","PF00028","Cadherin",20712505,20715860
"ENSMUSP00000113153","PF00028","Cadherin",20715994,20716170
"ENSMUSP00000113029","PF00028","Cadherin",20708111,20712462
"ENSMUSP00000113029","PF00028","Cadherin",20712505,20715860
"ENSMUSP00000074783","PF00576","Transthyretin",20799543,20806765
"ENSMUSP00000066515","PF13733","Glyco_transf_7N",20825499,20853110
"ENSMUSP00000066515","PF02709","Glyco_transf_7C",20822021,20825486
"ENSMUSP00000075174","PF23301","EGF_PEAR1L",57324264,57373650
"ENSMUSP00000075174","PF00053","EGF_laminin",57373657,57373788
"ENSMUSP00000075174","PF12661","hEGF",57373792,57373851
"ENSMUSP00000075174","PF12661","hEGF",57375793,57375852
"ENSMUSP00000075174","PF07974","EGF_2",57379654,57385909
"ENSMUSP00000075174","PF00053","EGF_laminin",57386090,57392843
"ENSMUSP00000075174","PF12661","hEGF",57392847,57392906
"ENSMUSP00000075174","PF12661","hEGF",57394249,57395070
"ENSMUSP00000075174","PF12661","hEGF",57395140,57395199
"ENSMUSP00000075174","PF00053","EGF_laminin",57397546,57408814
"ENSMUSP00000075174","PF12661","hEGF",57408818,57408877
"ENSMUSP00000075174","PF12661","hEGF",57414743,57414802
"ENSMUSP00000075174","PF00053","EGF_laminin",57416907,57418908
"ENSMUSP00000075174","PF00053","EGF_laminin",57418921,57419007
"ENSMUSP00000116814","PF23301","EGF_PEAR1L",57324264,57373650
"ENSMUSP00000116814","PF00053","EGF_laminin",57373657,57373788
"ENSMUSP00000116814","PF12661","hEGF",57373792,57373851
"ENSMUSP00000116814","PF12661","hEGF",57375793,57375852
"ENSMUSP00000116814","PF07974","EGF_2",57379654,57385909
"ENSMUSP00000116814","PF00053","EGF_laminin",57386090,57392843
"ENSMUSP00000116814","PF12661","hEGF",57392847,57392906
"ENSMUSP00000116814","PF12661","hEGF",57394249,57395070
"ENSMUSP00000116814","PF12661","hEGF",57395140,57395199
"ENSMUSP00000116814","PF00053","EGF_laminin",57397546,57408814
"ENSMUSP00000116814","PF12661","hEGF",57408818,57408877
"ENSMUSP00000116814","PF12661","hEGF",57414743,57414802
"ENSMUSP00000116814","PF00053","EGF_laminin",57416907,57418908
"ENSMUSP00000116814","PF00053","EGF_laminin",57418921,57419007
"ENSMUSP00000153183","PF12739","TRAPPC-Trs85",20993535,21029088
"ENSMUSP00000153183","PF24545","Ig_TPPC8_1st",20970214,20980337
"ENSMUSP00000153183","PF24544","Ig_TPPC8_2nd",20968138,20970213
"ENSMUSP00000153183","PF24546","Ig_TPPC8_3rd",20958072,20968131
"ENSMUSP00000153183","PF24542","Ig_TPPC8_C",20951209,20953993
"ENSMUSP00000095262","PF12739","TRAPPC-Trs85",20993535,21029088
"ENSMUSP00000095262","PF24545","Ig_TPPC8_1st",20979527,20980337
"ENSMUSP00000113348","PF09398","FOP_dimer",14122416,14131761
"ENSMUSP00000023357","PF09398","FOP_dimer",14122424,14131761
"ENSMUSP00000097145","PF02140","SUEL_Lectin",90663205,90666570
"ENSMUSP00000097145","PF02140","SUEL_Lectin",90672971,90687560
"ENSMUSP00000097145","PF14851","FAM176",90694293,90701365
"ENSMUSP00000036695","PF02140","SUEL_Lectin",90663205,90666570
"ENSMUSP00000036695","PF02140","SUEL_Lectin",90672971,90687560
"ENSMUSP00000036695","PF14851","FAM176",90694293,90701365
"ENSMUSP00000156225","PF02140","SUEL_Lectin",90672971,90687560
"ENSMUSP00000156225","PF14851","FAM176",90694293,90701365
"ENSMUSP00000097141","PF02140","SUEL_Lectin",90663205,90666570
"ENSMUSP00000097141","PF14851","FAM176",90694293,90701365
"ENSMUSP00000119830","PF02140","SUEL_Lectin",90663295,90666570
"ENSMUSP00000119830","PF02140","SUEL_Lectin",90672971,90687497
"ENSMUSP00000045639","PF00096","zf-C2H2",23119545,23119619
"ENSMUSP00000045639","PF00096","zf-C2H2",23142058,23142132
"ENSMUSP00000045639","PF00096","zf-C2H2",23142148,23142216
"ENSMUSP00000058251","PF18574","zf_C2HC_14",21107474,21110845
"ENSMUSP00000058251","PF05605","zf-Di19",21112112,21114311
"ENSMUSP00000157304","PF13445","zf-RING_UBOX",21094802,21107413
"ENSMUSP00000157304","PF18574","zf_C2HC_14",21107474,21110845
"ENSMUSP00000157304","PF05605","zf-Di19",21112112,21114311
"ENSMUSP00000077402","PF00008","EGF",56297274,56297366
"ENSMUSP00000077402","PF00008","EGF",56299545,56299640
"ENSMUSP00000077402","PF00051","Kringle",56300114,56301388
"ENSMUSP00000077402","PF00089","Trypsin",56302508,56308034
"ENSMUSP00000093641","PF00008","EGF",56297274,56297366
"ENSMUSP00000093641","PF00008","EGF",56299545,56299640
"ENSMUSP00000093641","PF00051","Kringle",56300114,56301388
"ENSMUSP00000093641","PF00089","Trypsin",56302508,56308034
"ENSMUSP00000126235","PF00008","EGF",56297274,56297366
"ENSMUSP00000126235","PF00008","EGF",56299545,56299640
"ENSMUSP00000126235","PF00051","Kringle",56300114,56301388
"ENSMUSP00000132444","PF00008","EGF",56297274,56297366
"ENSMUSP00000132444","PF00008","EGF",56299545,56299640
"ENSMUSP00000132444","PF00051","Kringle",56300114,56301388
"ENSMUSP00000132444","PF00089","Trypsin",56302508,56308034
"ENSMUSP00000128964","PF00051","Kringle",56300258,56301388
"ENSMUSP00000128964","PF00089","Trypsin",56302508,56304845
"ENSMUSP00000130809","PF00089","Trypsin",56302508,56304718
"ENSMUSP00000157102","PF13923","zf-C3HC4_2",21135165,21141842
"ENSMUSP00000157102","PF18574","zf_C2HC_14",21141912,21143793
"ENSMUSP00000157102","PF05605","zf-Di19",21153961,21157552
"ENSMUSP00000157047","PF13923","zf-C3HC4_2",21135165,21141842
