Protein_ID,Domain_ID,Domain_Name,Genomic_Start,Genomic_End
ENSP00000483583,PF00047,ig,96534,96758
ENSP00000478881,PF00047,ig,97707,97925
ENSP00000478881,PF00047,ig,96534,96758
ENSP00000478122,PF00047,ig,84176,84394
ENSP00000478122,PF00047,ig,82388,82618
ENSP00000478122,PF00047,ig,80514,80738
ENSP00000477663,PF00047,ig,82388,82618
ENSP00000477663,PF00047,ig,80514,80738
ENSP00000480346,PF00047,ig,82388,82618
ENSP00000480346,PF00047,ig,80514,80738
ENSP00000479610,PF00047,ig,84176,84394
ENSP00000479610,PF00047,ig,82388,82618
ENSP00000479610,PF00047,ig,80514,80738
ENSP00000421868,PF15372,DUF4600,36248611,36283594
ENSP00000421868,PF00010,HLH,36174755,36189971
ENSP00000343445,PF00079,Serpin,63637722,63643562
ENSP00000398645,PF00079,Serpin,63639262,63643561
ENSP00000398645,PF00079,Serpin,63637721,63639276
ENSP00000399796,PF00079,Serpin,63643182,63643562
ENSP00000399796,PF00079,Serpin,63639194,63643169
ENSP00000483373,PF00047,ig,188803,189027
ENSP00000483373,PF00047,ig,186995,187219
ENSP00000484937,PF00047,ig,67786,68004
ENSP00000484937,PF00047,ig,66617,66841
ENSP00000483578,PF00047,ig,220920,221138
ENSP00000483578,PF00047,ig,219347,219577
ENSP00000483578,PF00047,ig,217478,217699
ENSP00000482456,PF00047,ig,129151,129375
ENSP00000482456,PF00047,ig,127328,127552
ENSP00000481187,PF00047,ig,129151,129375
ENSP00000481187,PF00047,ig,127328,127552
ENSP00000401884,PF07984,NTP_transf_7,81495109,81751809
ENSP00000358769,PF07984,NTP_transf_7,81749872,81751946
ENSP00000318298,PF07984,NTP_transf_7,81749872,81751946
ENSP00000358771,PF07984,NTP_transf_7,81749872,81751946
ENSP00000404872,PF07984,NTP_transf_7,81750061,81751750
ENSP00000319118,PF00046,Homeodomain,54101614,54101784
ENSP00000384812,PF00581,Rhodanese,37024297,37024626
ENSP00000384812,PF00581,Rhodanese,37024711,37029460
ENSP00000383950,PF00581,Rhodanese,37024297,37024626
ENSP00000383950,PF00581,Rhodanese,37024711,37029460
ENSP00000411719,PF00581,Rhodanese,37024297,37024626
ENSP00000411719,PF00581,Rhodanese,37024711,37029460
ENSP00000342333,PF00581,Rhodanese,37024297,37024626
ENSP00000342333,PF00581,Rhodanese,37024711,37029460
ENSP00000385062,PF00581,Rhodanese,37024294,37024626
ENSP00000380402,PF00581,Rhodanese,37024297,37024626
ENSP00000380402,PF00581,Rhodanese,37024711,37029460
ENSP00000486251,PF00581,Rhodanese,37024294,37024626
ENSP00000278314,PF01352,KRAB,7002710,7002829
ENSP00000278314,PF00096,zf-C2H2,7000708,7000776
ENSP00000278314,PF00096,zf-C2H2,7000543,7000611
ENSP00000278314,PF00096,zf-C2H2,7000459,7000527
ENSP00000278314,PF00096,zf-C2H2,7000375,7000443
ENSP00000278314,PF00096,zf-C2H2,7000291,7000359
ENSP00000278314,PF00096,zf-C2H2,7000207,7000275
ENSP00000278314,PF00096,zf-C2H2,7000123,7000191
ENSP00000278314,PF00096,zf-C2H2,7000039,7000107
ENSP00000278314,PF00096,zf-C2H2,6999955,7000023
ENSP00000445373,PF01352,KRAB,7002710,7002829
ENSP00000445373,PF00096,zf-C2H2,7000708,7000776
ENSP00000445373,PF00096,zf-C2H2,7000543,7000611
ENSP00000445373,PF00096,zf-C2H2,7000459,7000527
ENSP00000445373,PF00096,zf-C2H2,7000375,7000443
ENSP00000445373,PF00096,zf-C2H2,7000291,7000359
ENSP00000445373,PF00096,zf-C2H2,7000207,7000275
ENSP00000445373,PF00096,zf-C2H2,7000123,7000191
ENSP00000445373,PF00096,zf-C2H2,7000039,7000107
ENSP00000445373,PF00096,zf-C2H2,6999955,7000023
ENSP00000396123,PF06325,PrmA,31666109,31667756
ENSP00000379112,PF06325,PrmA,31666109,31667756
ENSP00000441421,PF06325,PrmA,31666109,31667756
ENSP00000350353,PF06325,PrmA,31666109,31667756
ENSP00000369193,PF15372,DUF4600,36248611,36283477
ENSP00000239860,PF15372,DUF4600,36248611,36283594
ENSP00000425252,PF15372,DUF4600,36248611,36283477
ENSP00000426174,PF15372,DUF4600,36248611,36295781
ENSP00000420862,PF15372,DUF4600,36248611,36283477
ENSP00000239859,PF15372,DUF4600,36248611,36295781
ENSP00000427495,PF15372,DUF4600,36248611,36283477
ENSP00000369191,PF15372,DUF4600,36248611,36283477
ENSP00000456038,PF19036,Fuz_longin_1,77193630,77194360
ENSP00000248248,PF19036,Fuz_longin_1,77193630,77194555
ENSP00000248248,PF19037,Fuz_longin_2,77194685,77194963
ENSP00000248248,PF19038,Fuz_longin_3,77195084,77198212
ENSP00000457858,PF19036,Fuz_longin_1,77193630,77194555
ENSP00000404053,PF19036,Fuz_longin_1,77191630,77194555
ENSP00000404053,PF19037,Fuz_longin_2,77194685,77194963
ENSP00000404053,PF19038,Fuz_longin_3,77195084,77198212
ENSP00000444881,PF19036,Fuz_longin_1,77191252,77194555
ENSP00000444881,PF19037,Fuz_longin_2,77194685,77194963
ENSP00000444881,PF19038,Fuz_longin_3,77195084,77198212
ENSP00000313172,PF04831,POPDC1-3,105116719,105133457
ENSP00000337259,PF04831,POPDC1-3,105116719,105133457
ENSP00000397310,PF04831,POPDC1-3,105116719,105133457
ENSP00000409143,PF13086,AAA_11,132281470,132297036
ENSP00000409143,PF13087,AAA_12,132269630,132278236
ENSP00000224140,PF13086,AAA_11,132281470,132297036
ENSP00000224140,PF13087,AAA_12,132269630,132278236
ENSP00000499791,PF01624,MutS_I,80670205,80672854
ENSP00000499791,PF05188,MutS_II,80675054,80728960
ENSP00000499791,PF05192,MutS_III,80741513,80787643
ENSP00000499791,PF00488,MutS_V,80813602,80813739
ENSP00000265081,PF01624,MutS_I,80670205,80672854
ENSP00000265081,PF05188,MutS_II,80675054,80728960
ENSP00000265081,PF05192,MutS_III,80741513,80787643
ENSP00000265081,PF00488,MutS_V,80813602,80873267
ENSP00000499502,PF01624,MutS_I,80670205,80672854
ENSP00000499502,PF05188,MutS_II,80675054,80728960
ENSP00000499502,PF05192,MutS_III,80728952,80787643
ENSP00000499502,PF00488,MutS_V,80813602,80873267
ENSP00000499617,PF01624,MutS_I,80670205,80672854
ENSP00000499617,PF05188,MutS_II,80675054,80728960
ENSP00000499617,PF05192,MutS_III,80741513,80787643
ENSP00000499617,PF00488,MutS_V,80813602,80873267
ENSP00000499680,PF00488,MutS_V,80813628,80813741
ENSP00000354574,PF00999,Na_H_Exchanger,103026457,103057837
ENSP00000421943,PF00999,Na_H_Exchanger,103031713,103057837
ENSP00000378265,PF00999,Na_H_Exchanger,103026457,103057837
ENSP00000425385,PF00999,Na_H_Exchanger,103031713,103066327
ENSP00000422477,PF00999,Na_H_Exchanger,103026457,103066327
ENSP00000423496,PF13561,adh_short_C2,103067584,103085454
ENSP00000485659,PF00094,VWD,1161936,1163020
ENSP00000485659,PF08742,C8,1164112,1164408
ENSP00000485659,PF01826,TIL,1164415,1165354
ENSP00000485659,PF00094,VWD,1165674,1168917
ENSP00000485659,PF08742,C8,1172446,1174612
ENSP00000485659,PF01826,TIL,1174899,1175072
ENSP00000485659,PF00094,VWD,1176980,1178509
ENSP00000485659,PF08742,C8,1178636,1180023
ENSP00000485659,PF25962,TIL_OTOGL_Mucin,1180057,1180424
ENSP00000485659,PF13330,Mucin2_WxxW,1182310,1182570
ENSP00000485659,PF13330,Mucin2_WxxW,1182895,1183155
ENSP00000485659,PF13330,Mucin2_WxxW,1183390,1183665
ENSP00000485659,PF13330,Mucin2_WxxW,1184014,1184274
ENSP00000485659,PF13330,Mucin2_WxxW,1184509,1184784
ENSP00000485659,PF13330,Mucin2_WxxW,1187827,1188102
ENSP00000485659,PF13330,Mucin2_WxxW,1188721,1188996
ENSP00000485659,PF13330,Mucin2_WxxW,1190020,1190295
ENSP00000485659,PF13330,Mucin2_WxxW,1192042,1192317
ENSP00000485659,PF00094,VWD,1194115,1195061
ENSP00000485659,PF08742,C8,1195260,1196041
ENSP00000020945,PF00096,zf-C2H2,48920071,48920139
ENSP00000020945,PF00096,zf-C2H2,48919978,48920046
ENSP00000020945,PF00096,zf-C2H2,48919900,48919965
ENSP00000020945,PF00096,zf-C2H2,48918909,48918977
ENSP00000020945,PF00096,zf-C2H2,48918834,48918893
ENSP00000358674,PF00240,ubiquitin,154485915,154486578
ENSP00000358674,PF17840,Tugs,154485587,154485848
ENSP00000358667,PF00240,ubiquitin,154485915,154486578
ENSP00000358667,PF17840,Tugs,154485450,154485848
ENSP00000397223,PF00240,ubiquitin,154486229,154486578
ENSP00000281471,PF25372,LRR_FBXL15,31672355,31709313
ENSP00000441419,PF25372,LRR_FBXL15,31672355,31709313
ENSP00000440967,PF25372,LRR_FBXL15,31672355,31709313
ENSP00000438990,PF25372,LRR_FBXL15,31689008,31709310
ENSP00000430771,PF14918,MTBP_N,120445471,120459274
ENSP00000430771,PF14919,MTBP_mid,120459347,120463687
ENSP00000303398,PF14918,MTBP_N,120445471,120459274
ENSP00000303398,PF14919,MTBP_mid,120459347,120509946
ENSP00000303398,PF14920,MTBP_C,120509956,120523303
ENSP00000428574,PF14920,MTBP_C,120518706,120538701
ENSP00000336693,PF12146,Hydrolase_4,50880537,50888897
ENSP00000343951,PF12146,Hydrolase_4,50880537,50888900
ENSP00000384667,PF05250,UPF0193,37944190,37953137
ENSP00000483445,PF05250,UPF0193,37944190,37953053
ENSP00000249079,PF05250,UPF0193,37944190,37953137
ENSP00000384618,PF05250,UPF0193,37944190,37953137
ENSP00000395077,PF05250,UPF0193,37944513,37953137
ENSP00000407707,PF05250,UPF0193,37945163,37953137
ENSP00000358663,PF24690,NTCP5_P3_N,154488488,154488751
ENSP00000358663,PF01758,SBF,154487804,154488349
ENSP00000263512,PF24690,NTCP5_P3_N,154488425,154488751
ENSP00000263512,PF01758,SBF,154487804,154488349
ENSP00000377211,PF24690,NTCP5_P3_N,154488425,154488751
ENSP00000377211,PF01758,SBF,154487804,154488349
ENSP00000499188,PF24690,NTCP5_P3_N,154488425,154488751
ENSP00000499188,PF01758,SBF,154487804,154488349
ENSP00000377212,PF24690,NTCP5_P3_N,154488425,154488751
ENSP00000377212,PF01758,SBF,154487804,154488349
ENSP00000395702,PF24690,NTCP5_P3_N,154488425,154488751
ENSP00000480302,PF13895,Ig_2,254801,255058
ENSP00000480302,PF00047,ig,253849,254067
ENSP00000480302,PF00047,ig,253303,253518
ENSP00000481897,PF13895,Ig_2,254801,255058
ENSP00000481897,PF00047,ig,253849,254067
ENSP00000481897,PF00047,ig,253303,253518
ENSP00000478648,PF13895,Ig_2,254801,255058
ENSP00000478648,PF00047,ig,253849,254067
ENSP00000478648,PF00047,ig,253303,253518
ENSP00000481364,PF13895,Ig_2,254801,255058
ENSP00000481364,PF00047,ig,253849,254067
ENSP00000481364,PF00047,ig,253303,253518
ENSP00000480275,PF00079,Serpin,63710212,63720080
ENSP00000421854,PF00079,Serpin,63710212,63723396
ENSP00000441708,PF00079,Serpin,63710212,63720015
ENSP00000441497,PF00079,Serpin,63710212,63723396
ENSP00000485532,PF00079,Serpin,63710212,63712693
ENSP00000485532,PF00079,Serpin,63712670,63723396
ENSP00000485426,PF00079,Serpin,63710212,63710361
ENSP00000485426,PF00079,Serpin,63710347,63723396
ENSP00000495266,PF16332,DUF4962,116399401,116431192
ENSP00000483805,PF00047,ig,111484,111708
ENSP00000483792,PF00047,ig,113296,113526
ENSP00000483792,PF00047,ig,111484,111708
ENSP00000481218,PF00047,ig,113296,113526
ENSP00000481218,PF00047,ig,111484,111708
ENSP00000357645,PF14982,UPF0731,112099290,112100784
ENSP00000474987,PF14982,UPF0731,112099290,112100784
ENSP00000478023,PF00047,ig,50445,50663
ENSP00000478023,PF00047,ig,49032,49262
ENSP00000478023,PF00047,ig,47186,47410
ENSP00000481960,PF00047,ig,50445,50663
ENSP00000481960,PF00047,ig,49032,49262
ENSP00000481960,PF00047,ig,47186,47410
ENSP00000407634,PF00568,WH1,82864236,82892837
ENSP00000305632,PF00568,WH1,82864236,82892837
ENSP00000483190,PF00047,ig,129120,129338
ENSP00000483190,PF00047,ig,127547,127777
ENSP00000483190,PF00047,ig,125674,125895
ENSP00000478014,PF00047,ig,467920,468150
ENSP00000478014,PF00047,ig,469738,469962
ENSP00000484771,PF00047,ig,467920,468150
ENSP00000484771,PF00047,ig,469738,469962
ENSP00000484133,PF00047,ig,467920,468150
ENSP00000484133,PF00047,ig,469738,469962
ENSP00000480075,PF00047,ig,63974,64192
ENSP00000480075,PF00047,ig,62807,63028
ENSP00000484152,PF00047,ig,63974,64192
ENSP00000484152,PF00047,ig,62807,63028
ENSP00000484002,PF00047,ig,63974,64192
ENSP00000484002,PF00047,ig,62807,63028
ENSP00000479131,PF00047,ig,63974,64192
ENSP00000479131,PF00047,ig,62807,63028
ENSP00000483440,PF00047,ig,63974,64192
ENSP00000483440,PF00047,ig,62807,63028
ENSP00000460560,PF01352,KRAB,68558001,68558105
ENSP00000458323,PF01352,KRAB,68539823,68558105
ENSP00000458920,PF01352,KRAB,68558001,68558099
ENSP00000460547,PF01352,KRAB,68558001,68558474
ENSP00000460547,PF00096,zf-C2H2,68563418,68563486
ENSP00000460547,PF00096,zf-C2H2,68563631,68563699
ENSP00000460547,PF00096,zf-C2H2,68563715,68563783
ENSP00000460547,PF00096,zf-C2H2,68563799,68563867
ENSP00000460547,PF00096,zf-C2H2,68563883,68563951
ENSP00000460547,PF00096,zf-C2H2,68563967,68564035
ENSP00000460547,PF00096,zf-C2H2,68564135,68564203
ENSP00000460547,PF00096,zf-C2H2,68564276,68564344
ENSP00000460547,PF00096,zf-C2H2,68564360,68564428
ENSP00000460547,PF00096,zf-C2H2,68564444,68564512
ENSP00000460547,PF00096,zf-C2H2,68564528,68564596
ENSP00000460547,PF00096,zf-C2H2,68564612,68564680
ENSP00000454418,PF01352,KRAB,68558001,68558474
ENSP00000454418,PF00096,zf-C2H2,68563418,68563486
ENSP00000454418,PF00096,zf-C2H2,68563631,68563699
ENSP00000454418,PF00096,zf-C2H2,68563715,68563783
ENSP00000454418,PF00096,zf-C2H2,68563799,68563867
ENSP00000454418,PF00096,zf-C2H2,68563883,68563951
ENSP00000454418,PF00096,zf-C2H2,68563967,68564035
ENSP00000454418,PF00096,zf-C2H2,68564135,68564203
ENSP00000454418,PF00096,zf-C2H2,68564276,68564344
ENSP00000454418,PF00096,zf-C2H2,68564360,68564428
ENSP00000454418,PF00096,zf-C2H2,68564444,68564512
ENSP00000454418,PF00096,zf-C2H2,68564528,68564596
ENSP00000454418,PF00096,zf-C2H2,68564612,68564680
ENSP00000463193,PF01352,KRAB,68558001,68558474
ENSP00000458051,PF01352,KRAB,68558001,68558474
ENSP00000459944,PF01352,KRAB,68558001,68558474
ENSP00000457129,PF01352,KRAB,68558001,68558123
ENSP00000460982,PF01352,KRAB,68558001,68558123
ENSP00000458276,PF01352,KRAB,68558001,68558123
ENSP00000454391,PF01352,KRAB,68558001,68558123
ENSP00000458410,PF01352,KRAB,68558001,68558474
ENSP00000381304,PF01352,KRAB,68558001,68558474
ENSP00000381304,PF00096,zf-C2H2,68563418,68563486
ENSP00000381304,PF00096,zf-C2H2,68563631,68563699
ENSP00000381304,PF00096,zf-C2H2,68563715,68563783
ENSP00000381304,PF00096,zf-C2H2,68563799,68563867
ENSP00000381304,PF00096,zf-C2H2,68563883,68563951
ENSP00000381304,PF00096,zf-C2H2,68563967,68564035
ENSP00000381304,PF00096,zf-C2H2,68564135,68564203
ENSP00000381304,PF00096,zf-C2H2,68564276,68564344
ENSP00000381304,PF00096,zf-C2H2,68564360,68564428
ENSP00000381304,PF00096,zf-C2H2,68564444,68564512
ENSP00000381304,PF00096,zf-C2H2,68564528,68564596
ENSP00000381304,PF00096,zf-C2H2,68564612,68564680
ENSP00000480309,PF01352,KRAB,68558001,68558474
ENSP00000304139,PF00076,RRM_1,7089148,7089360
ENSP00000304139,PF08081,RBM1CTR,7089637,7089771
ENSP00000342385,PF01124,MAPEG,129739632,129752967
ENSP00000482519,PF00047,ig,96999,97223
ENSP00000482519,PF00047,ig,95191,95415
ENSP00000477820,PF00047,ig,452112,452330
ENSP00000477820,PF00047,ig,453673,453903
ENSP00000477820,PF00047,ig,455551,455772
ENSP00000481139,PF00047,ig,31361,31594
ENSP00000483571,PF00047,ig,31361,31594
ENSP00000502839,PF04704,Zfx_Zfy_act,85255375,85270142
ENSP00000502839,PF00096,zf-C2H2,85270689,85270757
ENSP00000502839,PF00096,zf-C2H2,85271055,85271123
ENSP00000502839,PF00096,zf-C2H2,85271226,85271285
ENSP00000502839,PF00096,zf-C2H2,85271310,85271381
ENSP00000502839,PF00096,zf-C2H2,85271397,85271465
ENSP00000502839,PF00096,zf-C2H2,85271571,85271636
ENSP00000362260,PF04704,Zfx_Zfy_act,85255375,85265254
ENSP00000362260,PF04704,Zfx_Zfy_act,85268335,85270142
ENSP00000362260,PF00096,zf-C2H2,85270689,85270757
ENSP00000362260,PF00096,zf-C2H2,85271055,85271123
ENSP00000362260,PF00096,zf-C2H2,85271226,85271285
ENSP00000362260,PF00096,zf-C2H2,85271310,85271381
ENSP00000362260,PF00096,zf-C2H2,85271397,85271465
ENSP00000362260,PF00096,zf-C2H2,85271571,85271636
ENSP00000276123,PF04704,Zfx_Zfy_act,85255375,85265254
ENSP00000276123,PF04704,Zfx_Zfy_act,85268335,85270142
ENSP00000276123,PF00096,zf-C2H2,85270689,85270757
ENSP00000276123,PF00096,zf-C2H2,85271055,85271123
ENSP00000276123,PF00096,zf-C2H2,85271226,85271285
ENSP00000276123,PF00096,zf-C2H2,85271310,85271381
ENSP00000276123,PF00096,zf-C2H2,85271397,85271465
ENSP00000276123,PF00096,zf-C2H2,85271571,85271636
ENSP00000353922,PF04704,Zfx_Zfy_act,85255375,85270142
ENSP00000353922,PF00096,zf-C2H2,85270689,85270757
ENSP00000353922,PF00096,zf-C2H2,85271055,85271123
ENSP00000353922,PF00096,zf-C2H2,85271226,85271285
ENSP00000353922,PF00096,zf-C2H2,85271310,85271381
ENSP00000353922,PF00096,zf-C2H2,85271397,85271465
ENSP00000353922,PF00096,zf-C2H2,85271571,85271636
ENSP00000483846,PF13895,Ig_2,319901,320170
ENSP00000483846,PF00047,ig,319471,319707
ENSP00000483846,PF00047,ig,318944,319162
ENSP00000483846,PF13927,Ig_3,318409,318630
ENSP00000483790,PF00047,ig,16999,17217
ENSP00000483790,PF00047,ig,15235,15465
ENSP00000483790,PF00047,ig,13383,13586
ENSP00000483284,PF00047,ig,16999,17217
ENSP00000483284,PF00047,ig,15235,15465
ENSP00000483284,PF00047,ig,13383,13586
ENSP00000479682,PF13895,Ig_2,342886,343155
ENSP00000479649,PF13895,Ig_2,342886,343155
ENSP00000484578,PF13895,Ig_2,342886,343155
ENSP00000479951,PF13895,Ig_2,342886,343155
ENSP00000479006,PF13895,Ig_2,342886,343155
ENSP00000482135,PF13895,Ig_2,342886,343155
ENSP00000342604,PF15665,FAM184,119024181,119024813
ENSP00000429080,PF15665,FAM184,119024181,119024612
ENSP00000326608,PF15665,FAM184,119024181,119024612
ENSP00000357460,PF15665,FAM184,119024181,119024612
ENSP00000430442,PF15665,FAM184,119024181,119024813
ENSP00000429826,PF15665,FAM184,119024181,119024612
ENSP00000484827,PF15665,FAM184,119024181,119024813
ENSP00000482680,PF00270,DEAD,49226460,49233579
ENSP00000482680,PF00271,Helicase_C,49233703,49236404
ENSP00000483119,PF00270,DEAD,49226461,49230348
ENSP00000483119,PF00270,DEAD,49231115,49233580
ENSP00000385725,PF01192,RNA_pol_Rpb6,37959406,37986157
ENSP00000475343,PF01192,RNA_pol_Rpb6,37959406,37967643
ENSP00000403852,PF01192,RNA_pol_Rpb6,37959406,37967643
ENSP00000406826,PF01192,RNA_pol_Rpb6,37959406,37967168
ENSP00000476187,PF01192,RNA_pol_Rpb6,37959406,37967168
ENSP00000384112,PF01192,RNA_pol_Rpb6,37959406,37967168
ENSP00000475707,PF01192,RNA_pol_Rpb6,37959406,37967643
ENSP00000500506,PF16178,Anoct_dimer,26508140,26542057
ENSP00000500506,PF04547,Anoctamin,26542064,26660345
ENSP00000432576,PF16178,Anoct_dimer,26508140,26542057
ENSP00000432576,PF04547,Anoctamin,26542064,26660345
ENSP00000435275,PF16178,Anoct_dimer,26508140,26508265
ENSP00000256737,PF16178,Anoct_dimer,26508140,26542057
ENSP00000256737,PF04547,Anoctamin,26542064,26660345
ENSP00000432394,PF16178,Anoct_dimer,26508140,26542057
ENSP00000432394,PF04547,Anoctamin,26542064,26660345
ENSP00000259351,PF00617,RasGEF,126965943,127166115
ENSP00000259351,PF00169,PH,127212180,127214827
ENSP00000377590,PF00617,RasGEF,126965943,127166115
ENSP00000317149,PF00617,RasGEF,126965943,127034514
ENSP00000317149,PF00617,RasGEF,127034512,127069355
ENSP00000362535,PF00617,RasGEF,126965943,127166112
ENSP00000362533,PF00617,RasGEF,126965943,127166115
ENSP00000362533,PF00169,PH,127212180,127214827
ENSP00000404021,PF00169,PH,127212181,127214828
ENSP00000415630,PF00617,RasGEF,126965943,127166115
ENSP00000415630,PF00169,PH,127212180,127214827
ENSP00000429400,PF02536,mTERF,96239847,96256974
ENSP00000287025,PF02536,mTERF,96239551,96256974
ENSP00000430138,PF02536,mTERF,96239551,96256974
ENSP00000429267,PF02536,mTERF,96245881,96251003
ENSP00000243298,PF00071,Ras,103825266,103825760
ENSP00000335304,PF00364,Biotin_lipoyl,74889289,74891154
ENSP00000335304,PF00198,2-oxoacid_dh,74893413,74902321
ENSP00000451957,PF00364,Biotin_lipoyl,74889289,74891154
ENSP00000451957,PF00198,2-oxoacid_dh,74893413,74898486
ENSP00000484823,PF13895,Ig_2,217021,217287
ENSP00000484823,PF00047,ig,215862,216077
ENSP00000484823,PF00047,ig,215296,215526
ENSP00000483476,PF13895,Ig_2,217021,217287
ENSP00000484821,PF13895,Ig_2,217021,217287
ENSP00000484821,PF00047,ig,215862,216077
ENSP00000484821,PF00047,ig,215296,215526
ENSP00000484147,PF13895,Ig_2,217021,217287
ENSP00000484147,PF00047,ig,215862,216077
ENSP00000484147,PF00047,ig,195555,215526
ENSP00000484399,PF13895,Ig_2,217021,217287
ENSP00000484399,PF00047,ig,215296,215526
ENSP00000484822,PF13895,Ig_2,217021,217287
ENSP00000484822,PF00047,ig,215862,216077
ENSP00000484822,PF00047,ig,215296,215526
ENSP00000478149,PF13895,Ig_2,217021,217287
ENSP00000484396,PF13895,Ig_2,217021,217287
ENSP00000484396,PF00047,ig,215862,216077
ENSP00000484396,PF00047,ig,195555,215526
ENSP00000483257,PF13895,Ig_2,217021,217287
ENSP00000483257,PF00047,ig,215862,216077
ENSP00000483257,PF00047,ig,215296,215526
ENSP00000484543,PF13895,Ig_2,217021,217287
ENSP00000484543,PF00047,ig,215862,216077
ENSP00000484543,PF00047,ig,215296,215526
ENSP00000456121,PF01290,Thymosin,103964529,103965558
ENSP00000455371,PF01290,Thymosin,103964529,103965558
ENSP00000457524,PF01290,Thymosin,103964529,103964621
ENSP00000455771,PF01290,Thymosin,103964529,103965558
ENSP00000457057,PF01290,Thymosin,103964529,103965558
ENSP00000484119,PF13895,Ig_2,274611,274883
ENSP00000484119,PF13895,Ig_2,273072,273353
ENSP00000478008,PF13895,Ig_2,274656,274883
ENSP00000484564,PF13895,Ig_2,274611,274883
ENSP00000484564,PF13895,Ig_2,273072,273353
ENSP00000283752,PF00079,Serpin,63655660,63661201
ENSP00000329498,PF00079,Serpin,63657270,63661201
ENSP00000329498,PF00079,Serpin,63655660,63657275
ENSP00000424276,PF17061,PARM,74933361,75046244
ENSP00000370224,PF17061,PARM,74933370,75046244
ENSP00000482882,PF13895,Ig_2,293369,293632
ENSP00000484869,PF13895,Ig_2,293369,293632
ENSP00000483958,PF13895,Ig_2,293369,293632
ENSP00000484062,PF13895,Ig_2,293369,293632
ENSP00000483481,PF13895,Ig_2,231499,231765
ENSP00000483481,PF00047,ig,230332,230547
ENSP00000483481,PF00047,ig,229799,229999
ENSP00000481277,PF13895,Ig_2,231499,231765
ENSP00000478912,PF13895,Ig_2,231499,231765
ENSP00000478912,PF00047,ig,230332,230547
ENSP00000478912,PF00047,ig,229799,229999
ENSP00000482365,PF13895,Ig_2,231499,231765
ENSP00000482365,PF00047,ig,230332,230547
ENSP00000482365,PF00047,ig,229799,229999
ENSP00000483942,PF13895,Ig_2,231499,231765
ENSP00000483942,PF00047,ig,230332,230547
ENSP00000483942,PF00047,ig,229799,229999
ENSP00000482404,PF13895,Ig_2,231499,231765
ENSP00000482404,PF00047,ig,230332,230547
ENSP00000482404,PF00047,ig,229799,229999
ENSP00000371553,PF00046,Homeodomain,7770205,7770474
ENSP00000492127,PF00046,Homeodomain,7770205,7770474
ENSP00000303325,PF00001,7tm_1,103591504,103719372
ENSP00000343212,PF27575,Map3k7cl,29159953,29174886
ENSP00000382816,PF27575,Map3k7cl,29159953,29174886
ENSP00000382817,PF27575,Map3k7cl,29159953,29174886
ENSP00000382828,PF27575,Map3k7cl,29159953,29174886
ENSP00000345777,PF27575,Map3k7cl,29159953,29174886
ENSP00000437846,PF27575,Map3k7cl,29159953,29174886
ENSP00000382810,PF27575,Map3k7cl,29159953,29174886
ENSP00000382812,PF27575,Map3k7cl,29159953,29174886
ENSP00000382809,PF27575,Map3k7cl,29159953,29174886
ENSP00000411208,PF27575,Map3k7cl,29159953,29174745
ENSP00000481696,PF00047,ig,484224,484448
ENSP00000481696,PF00047,ig,486032,486256
ENSP00000484145,PF00047,ig,484224,484448
ENSP00000484145,PF00047,ig,486032,486256
ENSP00000483572,PF00047,ig,486032,486256
ENSP00000479514,PF00047,ig,484224,484448
ENSP00000479514,PF00047,ig,486032,486256
ENSP00000478077,PF13895,Ig_2,390269,390535
ENSP00000478077,PF00047,ig,390725,390946
ENSP00000478727,PF13895,Ig_2,390269,390535
ENSP00000478727,PF00047,ig,390725,390946
ENSP00000478584,PF13895,Ig_2,390269,390535
ENSP00000478584,PF00047,ig,390725,390946
ENSP00000484286,PF13895,Ig_2,390269,390535
ENSP00000484286,PF00047,ig,390725,390946
ENSP00000479497,PF13895,Ig_2,390269,390535
ENSP00000479497,PF00047,ig,390725,390946
ENSP00000025399,PF23098,Beta-prop_NOL10_N,15883669,15895446
ENSP00000025399,PF00400,WD40,15897889,15897996
ENSP00000025399,PF00400,WD40,15898009,15900004
ENSP00000392270,PF00400,WD40,15882729,15883548
ENSP00000392270,PF23098,Beta-prop_NOL10_N,15883669,15895446
ENSP00000392270,PF00400,WD40,15897889,15897996
ENSP00000392270,PF00400,WD40,15898009,15900004
ENSP00000445814,PF00400,WD40,15898011,15900006
ENSP00000353846,PF03607,DCX,36112181,36125912
ENSP00000353846,PF03607,DCX,35947392,36111982
ENSP00000353846,PF00069,Pkinase,35805702,35836094
ENSP00000369223,PF00069,Pkinase,35805702,35836094
ENSP00000255448,PF03607,DCX,36112181,36125912
ENSP00000255448,PF03607,DCX,35947392,36111982
ENSP00000255448,PF00069,Pkinase,35805702,35836094
ENSP00000484452,PF00069,Pkinase,35805702,35836094
ENSP00000369222,PF03607,DCX,36112181,36125912
ENSP00000369222,PF03607,DCX,35947392,36111982
ENSP00000483002,PF14987,NADHdh_A3,77543,81319
ENSP00000480876,PF04065,Not3,117837,120659
ENSP00000480876,PF04153,NOT2_3_5_C,127436,130237
ENSP00000483604,PF04065,Not3,117837,120659
ENSP00000483604,PF04153,NOT2_3_5_C,127436,130237
ENSP00000479186,PF04065,Not3,120510,120659
ENSP00000479186,PF04153,NOT2_3_5_C,127436,127846
ENSP00000311453,PF08629,PDE8,84982163,84982300
ENSP00000311453,PF23198,PDE8A_N,85064406,85089350
